timestamp,rr_interval
61.173,66.02
61.423,75.86
61.673,84.84
61.923,92.55
62.173,98.8
62.423,102.81
62.673,102.47
62.923,100.34
63.173,98.2
63.423,92.13
63.673,83.0
63.923,73.87
64.173,67.29
64.423,62.79
64.673,58.3
64.923,55.41
65.173,53.62
65.423,51.83
65.673,49.95
65.923,48.03
66.173,46.1
66.423,44.26
66.673,42.46
66.923,40.65
67.173,35.48
67.423,29.74
67.673,24.11
67.923,23.13
68.173,22.15
68.423,24.95
68.673,42.13
68.923,59.31
69.173,70.76
69.423,56.14
69.673,41.52
69.923,29.32
70.173,22.2
70.423,15.07
70.673,18.94
70.923,32.03
71.173,45.12
71.423,44.48
71.673,35.13
71.923,25.79
72.173,25.26
72.423,27.12
72.673,28.97
72.923,30.83
73.173,32.68
73.423,34.53
73.673,36.39
73.923,38.24
74.173,40.1
74.423,41.95
74.673,43.8
74.923,40.92
75.173,31.59
75.423,22.26
75.673,13.35
75.923,4.71
76.173,-3.94
76.423,21.86
76.673,51.16
76.923,80.45
77.173,65.35
77.423,41.53
77.673,18.03
77.923,4.05
78.173,-9.94
78.423,-18.59
78.673,-18.53
78.923,-18.47
79.173,-14.57
79.423,-9.21
79.673,-3.89
79.923,-3.73
80.173,-3.57
80.423,-3.09
80.673,-1.81
80.923,-0.54
81.173,2.48
81.423,6.85
81.673,11.22
81.923,10.45
82.173,8.29
82.423,6.24
82.673,7.4
82.923,8.56
83.173,10.29
83.423,13.58
83.673,16.87
83.923,26.58
84.173,43.71
84.423,60.83
84.673,65.22
84.923,54.15
85.173,43.08
85.423,29.11
85.673,12.97
85.923,-3.18
86.173,-8.23
86.423,-11.55
86.673,-14.86
86.923,-18.17
87.173,-21.48
87.423,-21.36
87.673,-17.41
87.923,-12.87
88.173,-8.12
88.423,-3.45
88.673,-0.01
88.923,0.87
89.173,1.76
89.423,0.58
89.673,-3.86
89.923,-8.3
90.173,-9.96
90.423,-10.42
90.673,-10.69
90.923,1.51
91.173,13.71
91.423,22.9
91.673,19.76
91.923,16.62
92.173,20.92
92.423,36.03
92.673,51.14
92.923,59.84
93.173,60.53
93.423,61.22
93.673,55.75
93.923,43.26
94.173,30.77
94.423,25.35
94.673,23.98
94.923,22.6
95.173,23.56
95.423,25.04
95.673,26.52
95.923,12.93
96.173,-0.84
96.423,-14.02
96.673,-25.81
96.923,-37.6
97.173,-37.13
97.423,-32.36
97.673,-29.08
97.923,-36.33
98.173,-43.58
98.423,-50.0
98.673,-54.0
98.923,-55.02
99.173,-52.64
99.423,-47.6
99.673,-41.67
99.923,-34.16
100.173,-26.13
100.423,-18.37
100.673,-10.77
100.923,-4.36
101.173,-1.88
101.423,0.46
101.673,1.12
101.923,-3.82
102.173,-8.77
102.423,-15.17
102.673,-22.77
102.923,-30.38
103.173,-34.3
103.423,-38.02
103.673,-38.65
103.923,-34.31
104.173,-29.97
104.423,-26.81
104.673,-24.0
104.923,-22.98
105.173,-33.3
105.423,-43.61
105.673,-51.11
105.923,-56.73
106.173,-60.14
106.423,-47.35
106.673,-34.57
106.923,-31.78
107.173,-38.51
107.423,-45.25
107.673,-39.44
107.923,-33.22
108.173,-28.52
108.423,-26.51
108.673,-24.5
108.923,-32.98
109.173,-45.29
109.423,-50.76
109.673,-32.5
109.923,-14.23
110.173,-9.76
110.423,-17.82
110.673,-25.88
110.923,-15.42
111.173,-3.0
111.423,5.91
111.673,-4.71
111.923,-15.34
112.173,-22.66
112.423,-26.79
112.673,-30.91
112.923,-20.28
113.173,-8.22
113.423,3.16
113.673,11.44
113.923,14.06
114.173,14.53
114.423,10.74
114.673,5.71
114.923,-1.35
115.173,-9.01
