Participant,Label,Window_Size,MeanRR,SDNN,RMSSD,SD1,SD2,LSP_LF,LSP_HF,LSP_LFHF,FFT_LF,FFT_HF,FFT_LFHF
P01,1,10,855.7227272727273,27.586505792111126,30.596232284384268,22.66458996614173,31.754479452559586,28.8939812062543,25.834062428794024,1.118445125922192,0.0,48.59407962347004,0.0
P01,1,10,832.0475,18.08563122531757,26.890977195807796,19.54105663840763,16.502339806551948,2.0982297737151603,13.35577049631224,0.15710286233913032,0.0,51.15555145472723,0.0
P01,1,10,834.1949999999998,31.00863970514729,21.66601905792067,15.275532396613874,41.106320471762906,53.31726707091495,15.05581897887663,3.541306331174629,0.0,91.00165429087127,0.0
P01,1,10,817.8899999999999,30.12434050579515,33.18630111684913,24.527924160767526,34.83292577694009,40.81590838040288,21.36072687229717,1.9107921104191088,0.0,52.949820252766045,0.0
P01,1,10,821.469,20.75944093124325,28.986485548345534,21.71742474373976,19.755056012463122,3.276476022123391,25.053505239242906,0.13077914610492256,0.0,73.2958999944378,0.0
P01,1,10,806.2550000000001,26.644429231847113,32.963556185030086,24.406017775056274,28.708840355288736,4.498846990677628,48.72333573604087,0.0923345440683736,0.0,408.66206775856546,0.0
P01,1,10,833.7366666666667,32.97960563558618,46.73068322361073,34.485208054257896,31.40189805110707,23.236676126953718,35.49527347999017,0.6546414169777557,0.0,132.16812604971585,0.0
P01,1,10,689.5975000000001,156.32483012411475,98.08282561182665,71.78927192368879,209.0961631961078,1385.6736092621932,879.5892044115753,1.5753645023294442,0.0,5136.139995348042,0.0
P01,1,10,851.7358333333333,21.821535842262605,31.38846661376814,23.180984036686006,20.371569211065005,8.883959882162856,20.583010075423854,0.43161616544949943,0.0,107.79071702887241,0.0
P01,1,10,855.1190909090909,21.892329001065853,28.102419646713717,20.843194532828548,22.89343530028825,15.323552696709962,14.78734658869483,1.0362611442694574,0.0,98.21344586168289,0.0
P01,1,10,676.095,189.65561209729594,104.00598947496563,76.11082156021854,257.1879570303177,2189.606937232373,1269.1508543212349,1.725253487225059,0.0,5409.205293889977,0.0
P01,1,10,824.4025,19.864274979332773,22.206953661164132,16.449727988908844,22.772467806542206,12.505600824928669,20.501982099004323,0.6099703318703026,0.0,81.55252151279988,0.0
P01,1,10,820.6553846153846,19.88172553518457,18.256536500661895,13.46327207909569,24.68413104480413,21.049677813190584,5.624420409503496,3.742550570654937,0.0,48.68980716839155,0.0
P01,1,10,813.0310000000001,19.311638085764656,20.183720337605457,15.11815166355408,22.744674572059477,19.457548513451673,9.608000334571344,2.025140282670459,0.0,20.04828265765259,0.0
P01,1,10,818.8483333333332,19.43218222590059,27.93246481979513,20.700220618060197,18.075405347732843,2.3362828799419932,21.746244307547666,0.1074338560213415,0.0,107.37786822214072,0.0
P01,1,10,803.6700000000001,25.60449797724348,32.540738313689175,23.799780524834723,27.290127890924747,5.950459199006171,39.51676999556838,0.15058060665569292,0.0,248.24617087721793,0.0
P01,1,10,680.5642857142858,176.78756981688002,118.32168693861662,87.08212949971497,234.35953662121653,1649.2040757156983,1842.5065656524337,0.8950872178475594,0.0,6923.526727778155,0.0
P01,1,10,815.975,27.38512380025979,29.928724032644975,22.21547067923611,31.723222938584144,27.54341842833647,41.305587560480326,0.6668206423164164,0.0,213.465225880405,0.0
P01,1,10,652.233125,167.05927793126807,79.61666065173377,57.22761133029606,229.22173803385644,1900.0461352095679,640.910241057079,2.9646056709528397,0.0,2022.608035167326,0.0
P01,1,10,843.0388888888888,39.41125646450656,34.48947140070428,26.07156098058352,49.262236858043046,71.2922698507442,82.36496400812375,0.8655654829608445,0.0,78.65316786064653,0.0
P01,1,10,847.5459999999999,26.888034182926447,27.024434622516456,20.25768561284552,32.18010158553813,42.741880948309024,15.689197427058808,2.7242872777286276,0.0,111.34205642188937,0.0
P01,1,10,695.6173333333334,182.207909012388,107.73834719886348,78.66106604279535,245.3810932047217,1860.7026066808205,1398.3428862540443,1.3306483159258387,0.0,1757.9311807318406,0.0
P01,1,10,819.4708333333333,34.39996153759303,23.313766514463282,16.439506628296918,45.78708692845551,73.86209243530192,11.914971664068828,6.199099294381272,0.0,57.55453213357955,0.0
P01,1,10,852.5083333333333,30.274775829312944,33.733493471892,25.01538715561791,34.74700718745212,36.90096348522467,27.893172517826248,1.3229389185343343,0.0,279.0244088525618,0.0
P01,1,10,835.7516666666667,14.058054199596329,16.40944212668704,12.152594896863505,15.734427635929535,7.792010090766353,4.0664941994411326,1.9161493189483036,0.0,6.223489550642996,0.0
P01,1,10,842.6172727272728,16.978552406438617,23.439290731590003,17.438299563508686,16.506004724635755,5.7705894197823,14.974384094424284,0.3853640579401847,0.0,56.08240477736465,0.0
P01,1,10,860.6175000000002,23.86144136658364,26.538725392425047,19.673992731522507,27.416615002253973,22.394083120726307,18.114523178169314,1.2362502120792502,0.0,142.4079224119476,0.0
P01,1,10,821.1399999999999,28.6264216116111,20.12092336705395,14.67305873862887,37.73122547472023,55.204368243368364,10.821166870464422,5.10151713804956,0.0,124.24255613353931,0.0
P01,1,10,843.3081818181818,36.97130287619894,27.56473399109812,20.115223864305143,48.26108413220906,81.97529255033463,18.67674657318375,4.38916340322546,0.0,255.43836322464645,0.0
P01,1,10,817.8908333333333,31.391757591714587,28.31508913507552,20.26812605142279,39.49794875379705,45.21365877029703,24.763080265256868,1.8258495423823653,0.0,67.23529722886394,0.0
P01,1,20,843.3704347826088,25.60630275364762,29.80937398324102,21.521925176704986,29.12339640411529,9.60026234237782,8.863947964789286,1.0830684454053017,70.48174237954794,67.87769090096359,1.0383638783821296
P01,1,20,826.0425,31.035916115533542,28.625297872002477,20.695626989347616,38.705906548983656,23.380822259202347,8.26154829585141,2.8300775377592573,151.1750612531578,105.6862438638357,1.4304137958382652
P01,1,20,813.1704545454545,24.833073084722493,30.505320379051433,22.064406329350135,27.32260988624021,3.148505972506848,21.291636918211204,0.14787524250020728,6.532707457187553,256.48959242884723,0.02546967849777293
P01,1,20,751.3714285714285,138.90986517280925,79.14360471109883,57.025614548835534,187.9893097226109,758.2812712546854,298.6968409061542,2.538631707500801,3038.2140171222895,3338.151768506313,0.9101485575899284
P01,1,20,853.3539130434782,21.42259528016037,29.20596584448273,21.137638587204822,21.703811002490053,5.258767305953943,10.03389574080768,0.5241002539588515,21.41899392181584,188.45262851960177,0.1136571778811138
P01,1,20,739.6553571428573,160.4049152170645,78.80734756118638,56.78510413199971,219.62451047254552,1165.6246908730734,470.03209253997704,2.4798832023877924,6913.730775148736,5644.933867697428,1.2247673643639783
