timestamp,rr_interval
221.011,819.24
224.371,3359.99
225.206,834.73
226.01,803.52
226.775,765.26
227.572,797.05
228.352,779.8
229.134,782.36
229.916,781.76
230.165,249.12
230.729,564.2
231.149,419.47
231.543,393.84
232.369,826.65
233.206,836.63
234.03,823.82
234.851,820.99
235.64,789.46
236.415,775.23
237.166,750.62
237.945,779.55
238.722,776.96
239.482,759.54
240.255,773.5
241.052,796.95
241.859,806.24
242.693,834.09
243.514,821.19
244.288,773.95
245.095,807.05
245.896,801.1
246.712,816.41
249.161,2448.92
249.996,834.28
250.829,833.32
251.702,872.74
252.536,833.98
253.377,841.03
254.196,819.1
255.025,829.08
255.841,815.71
256.653,812.62
257.473,819.68
258.267,794.21
259.095,827.91
259.917,821.53
260.766,849.01
261.594,828.0
262.4,806.34
263.231,831.14
264.04,809.42
264.858,817.24
265.652,794.7
266.437,785.04
267.222,784.42
268.01,788.55
268.765,754.99
269.504,738.73
270.259,754.63
271.054,795.48
271.898,843.73
272.718,819.51
273.525,807.16
274.339,814.19
275.155,816.13
275.977,821.92
276.761,784.22
277.506,744.77
278.267,760.69
279.071,804.57
279.842,770.9
280.638,795.81
281.456,818.44
282.288,831.88
283.137,848.56
283.948,811.29
284.771,823.16
285.285,513.67
285.611,325.73
285.901,290.1
286.45,549.3
287.267,816.73
288.024,757.36
288.814,790.32
289.621,806.42
290.421,800.09
291.238,817.26
292.096,857.58
292.959,863.43
293.782,822.7
294.607,825.02
295.439,831.76
296.236,797.69
297.043,806.57
297.815,772.46
298.539,723.75
299.303,763.48
300.095,792.48
